Dates,byd_335,teja,lca_334,g_274,arrivals(tons),sales(tones),t_max_(o_c),t_min_(o_c),rainfall_(mm),area__('000_hectares),production('000_tonnes)
13-08-2018,140000,140000,119119,140000,19,9,37.1,23.4,0,15.4,91.2
14-08-2018,140000,140000,119119,140000,19,5,37.1,25.4,0,15.4,91.2
15-08-2018,140000,140000,119119,140000,19,5,36.5,23.1,0,15.4,91.2
16-08-2018,140000,140000,119119,140000,19,12,37.5,23.7,0,15.4,91.2
17-08-2018,140000,140000,119119,140000,19,11,37.6,23.2,2,15.4,91.2
18-08-2018,140000,140000,119119,140000,19,8,39,23.9,0,15.4,91.2
19-08-2018,125000,129000,90000,125000,19,8,42.5,30.7,0,15.4,91.2
20-08-2018,125000,129000,90000,125000,8,8,35.3,24.1,47.2,15.6,82.2
21-08-2018,125000,129000,90000,125000,4,4,36.2,23.7,46.8,15.6,82.2
22-08-2018,125000,129000,90000,125000,17,8,35.6,24.1,37.2,15.6,82.2
23-08-2018,125000,129000,90000,125000,19,11,33.9,23.5,19.4,15.6,82.2
24-08-2018,125000,129000,90000,125000,24,6,34.4,25.2,194.4,15.6,82.2
25-08-2018,125000,129000,90000,125000,14,5,33.5,24.4,35.8,15.6,82.2
26-08-2018,111900,111900,80000,111900,19,7,34.1,19.6,44.6,15.6,82.2
27-08-2018,111900,111900,80000,111900,16,8,33.9,24,33.4,15.6,82.2
28-08-2018,111900,111900,80000,111900,19,8,33,24.3,24.4,15.6,82.2
29-08-2018,111900,111900,80000,111900,19,8,29.6,19.8,71.8,15.6,82.2
30-08-2018,111900,111900,80000,111900,19,9,30.9,19.4,30.5,15.6,82.2
31-08-2018,111900,111900,80000,111900,19,9,35.1,24.6,1.3,15.6,82.2
01-09-2018,111900,111900,80000,111900,19,9,35.2,23.1,3.3,15.6,82.2
02-09-2018,119000,119000,80000,119000,19,7,33.7,24.9,82.8,15.6,82.2
03-09-2018,119000,119000,80000,119000,19,9,32.9,25,6.4,15.6,82.2
04-09-2018,119000,119000,80000,119000,19,8,32.9,19.5,80.3,15.6,82.2
05-09-2018,119000,119000,80000,119000,18,6,29.8,19.7,56.3,15.6,82.2
06-09-2018,119000,119000,80000,119000,19,9,29,19.5,75.9,15.6,82.2
07-09-2018,119000,119000,80000,119000,19,5,30.5,19.3,31.8,15.6,82.2
08-09-2018,119000,119000,80000,119000,15,7,31.8,19.4,0,15.6,82.2
09-09-2018,98000,125000,83000,98000,31,5,33,19.7,54.4,15.6,82.2
10-09-2018,98000,125000,83000,98000,19,7,31.2,19.7,0,15.6,82.2
11-09-2018,98000,125000,83000,98000,19,5,31.3,15.5,7.2,15.6,82.2
12-09-2018,98000,125000,83000,98000,19,6,31.3,15.4,0,15.6,82.2
13-09-2018,98000,125000,83000,98000,16,5,30.7,15.7,83.4,15.6,82.2
14-09-2018,98000,125000,83000,98000,19,6,29.9,15.7,0,15.6,82.2
15-09-2018,98000,125000,83000,98000,17,7,30.7,14.9,0,15.6,82.2
16-09-2018,119000,111900,95000,119000,16,7,30.3,13.4,0,15.6,82.2
17-09-2018,119000,111900,95000,119000,19,9,31.3,16.4,0,15.6,82.2
18-09-2018,119000,111900,95000,119000,12,9,30.1,15.2,0,15.6,82.2
19-09-2018,119000,111900,95000,119000,18,7,30.8,14.4,0,15.6,82.2
20-09-2018,119000,111900,95000,119000,16,8,30.7,11.9,0,15.6,82.2
21-09-2018,119000,111900,95000,119000,15,12,30.6,11,0,15.6,82.2
22-09-2018,119000,111900,95000,119000,11,12,30.3,13.6,0,15.6,82.2
23-09-2018,123000,135000,95000,123000,11,12,31,13.5,0,15.6,82.2
24-09-2018,123000,135000,95000,123000,12,11,31.3,19.7,0,15.6,82.2
25-09-2018,123000,135000,95000,123000,12,12,33.7,19.6,8,15.6,82.2
26-09-2018,123000,135000,95000,123000,6,15,36.5,19.8,0,15.6,82.2
27-09-2018,123000,135000,95000,123000,7,19,37.2,19.1,0,15.6,82.2
28-09-2018,123000,135000,95000,123000,8,15,37.2,19.3,0,15.6,82.2
29-09-2018,123000,135000,95000,123000,7,19,37.4,19.3,0,15.6,82.2
30-09-2018,140000,138000,111900,140000,12,19,40,19.2,0,15.6,82.2
01-10-2018,140000,138000,111900,140000,19,18,41.3,24.2,0,15.6,82.2
02-10-2018,140000,138000,111900,140000,30,24,36.6,25.5,40.3,15.6,82.2
03-10-2018,140000,138000,111900,140000,31,19,36.1,16.7,1,15.6,82.2
04-10-2018,140000,138000,111900,140000,18,16,36.3,15.7,0,15.6,82.2
05-10-2018,140000,138000,111900,140000,12,18,36.5,17.6,46.2,15.6,82.2
06-10-2018,140000,138000,111900,140000,4,8,39.2,19.2,8,15.6,82.2
07-10-2018,140000,130000,119000,140000,3,12,36.5,19,0,19.8,33
08-10-2018,140000,130000,119000,140000,12,3,33.8,16.9,34.1,19.8,33
09-10-2018,140000,130000,119000,140000,13,6,35.5,19.7,5.6,19.8,33
10-10-2018,140000,130000,119000,140000,16,4,33.4,19.2,88.6,19.8,33
11-10-2018,140000,130000,119000,140000,15,5,34,19.9,11.3,19.8,33
12-10-2018,140000,130000,119000,140000,16,6,30.2,19.7,32.1,19.8,33
13-10-2018,140000,130000,119000,140000,18,8,29,18.5,91,19.8,33
14-10-2018,150000,125000,111900,150000,19,8,32.6,19.4,30.5,19.8,33
15-10-2018,150000,125000,111900,150000,19,9,33.1,24.9,2.2,19.8,33
16-10-2018,150000,125000,111900,150000,29,9,32.9,25.2,19.6,19.8,33
17-10-2018,150000,125000,111900,150000,23,11,32,25.3,42.4,19.8,33
18-10-2018,150000,125000,111900,150000,29,6,31.3,24,99.2,19.8,33
19-10-2018,150000,125000,111900,150000,32,6,30.6,24.3,97.4,19.8,33
20-10-2018,150000,125000,111900,150000,30,8,29.7,19.9,65.8,19.8,33
21-10-2018,130000,115000,125000,130000,19,12,31.9,25.4,3,19.8,33
22-10-2018,130000,115000,125000,130000,19,12,31.3,24.7,25.5,19.8,33
23-10-2018,130000,115000,125000,130000,19,6,29.8,24,40.2,19.8,33
24-10-2018,130000,115000,125000,130000,24,7,30.5,25.3,119.4,19.8,33
25-10-2018,130000,115000,125000,130000,19,8,32,24.6,0,19.8,33
26-10-2018,130000,115000,125000,130000,24,12,31.3,24.7,1.8,19.8,33
27-10-2018,130000,115000,125000,130000,43,12,31.3,19.2,0,19.8,33
28-10-2018,145000,140000,111900,145000,19,8,24.2,19.3,24.5,19.8,33
29-10-2018,145000,140000,111900,145000,64,11,24.3,19.5,1.4,19.8,33
30-10-2018,145000,140000,111900,145000,23,11,24.9,19.6,19.4,19.8,33
31-10-2018,145000,140000,111900,145000,18,8,24.2,19.6,51.4,19.8,33
01-11-2018,145000,140000,111900,145000,19,8,24.5,19.4,4.8,19.8,33
02-11-2018,145000,140000,111900,145000,16,6,29.6,19.1,3.8,19.8,33
03-11-2018,145000,140000,111900,145000,16,6,24.9,19.8,0,19.8,33
04-11-2018,119330,134670,122930,119330,24,8,23.4,14.5,0,19.8,33
05-11-2018,119330,134670,122930,119330,19,12,29.5,17.3,0,19.8,33
06-11-2018,119330,134670,122930,119330,18,12,29.5,17,0,19.8,33
07-11-2018,119330,134670,122930,119330,14,12,24.2,17.6,31.2,19.8,33
08-11-2018,119330,134670,122930,119330,9,12,24,17.5,5.4,19.8,33
09-11-2018,119330,134670,122930,119330,9,16,30.3,19.6,0,19.8,33
10-11-2018,119330,134670,122930,119330,12,14,29.6,17.6,0,19.8,33
11-11-2018,115000,125000,125000,115000,11,18,30.3,18.9,0,19.8,33
12-11-2018,115000,125000,125000,115000,12,17,30.3,17.7,0,19.8,33
13-11-2018,115000,125000,125000,115000,12,15,31.3,18.9,0,19.8,33
14-11-2018,115000,125000,125000,115000,12,14,32,19.5,0,19.8,33
15-11-2018,115000,125000,125000,115000,8,19,33.9,19.2,0,19.8,33
16-11-2018,115000,125000,125000,115000,8,19,34.8,19.4,0,19.8,33
17-11-2018,115000,125000,125000,115000,9,16,35.2,25.2,0,19.8,33
18-11-2018,135000,148000,90000,135000,5,11,34.5,24.7,0,19.8,33
19-11-2018,135000,148000,90000,135000,7,15,35.2,25.1,0,19.8,33
20-11-2018,135000,148000,90000,135000,7,18,35.4,25.2,0,19.8,33
21-11-2018,135000,148000,90000,135000,11,19,36.3,25.5,0,19.8,33
22-11-2018,135000,148000,90000,135000,9,15,37.5,25.5,0,19.8,33
23-11-2018,135000,148000,90000,135000,7,13,40.6,30.2,0,19.8,33
24-11-2018,135000,148000,90000,135000,8,8,38.1,24.5,5.6,19,76
25-11-2018,140000,125000,90000,140000,14,9,33.4,23.2,2.6,19,76
26-11-2018,140000,125000,90000,140000,16,11,33.1,24.7,24.4,19,76
27-11-2018,140000,125000,90000,140000,16,12,30.5,24.6,33.2,19,76
28-11-2018,140000,125000,90000,140000,12,12,24.3,19.3,47.2,19,76
29-11-2018,140000,125000,90000,140000,13,8,31.9,25.3,55.2,19,76
30-11-2018,140000,125000,90000,140000,13,7,31.1,25.2,42.1,19,76
01-12-2018,140000,125000,90000,140000,11,7,32.6,25.5,12.2,19,76
02-12-2018,130000,150000,119000,130000,11,7,29.8,25.2,39,19,76
03-12-2018,130000,150000,119000,130000,12,7,31.1,25.2,127.8,19,76
04-12-2018,130000,150000,119000,130000,13,7,32.6,25.4,43.8,19,76
05-12-2018,130000,150000,119000,130000,13,6,23.2,19.1,44,19,76
06-12-2018,130000,150000,119000,130000,12,7,29.8,25.3,35.6,19,76
07-12-2018,130000,150000,119000,130000,19,12,29.7,25.3,35.2,19,76
08-12-2018,130000,150000,119000,130000,17,7,29.8,25.2,14.8,19,76
09-12-2018,130000,148000,125000,130000,12,8,19.8,18,42,19,76
10-12-2018,130000,148000,125000,130000,7,5,30,25.1,149.4,19,76
11-12-2018,130000,148000,125000,130000,14,8,29.6,25.4,44.8,19,76
12-12-2018,130000,148000,125000,130000,13,8,31.1,24.9,86.8,19,76
13-12-2018,130000,148000,125000,130000,11,8,31.9,19.1,5.6,19,76
14-12-2018,130000,148000,125000,130000,15,8,30.5,19.4,23.6,19,76
15-12-2018,130000,148000,125000,130000,18,9,31.1,19.9,1.1,19,76
16-12-2018,115000,140000,125000,115000,17,7,31.1,19.9,0,19,76
17-12-2018,115000,140000,125000,115000,13,7,29.6,19,1.1,19,76
18-12-2018,115000,140000,125000,115000,18,8,31.2,19.1,1.6,19,76
19-12-2018,115000,140000,125000,115000,16,9,31.4,19.8,0,19,76
20-12-2018,115000,140000,125000,115000,14,8,29.9,19.9,46.2,19,76
21-12-2018,115000,140000,125000,115000,14,9,29.6,19.1,0,19,76
22-12-2018,115000,140000,125000,115000,14,8,31.1,19.3,0,19,76
23-12-2018,119119,135000,111900,119119,12,12,29.5,17,0,19,76
24-12-2018,119119,135000,111900,119119,12,12,24.2,17.6,31.2,19,76
25-12-2018,119119,135000,111900,119119,11,13,24,17.5,5.4,19,76
26-12-2018,119119,135000,111900,119119,12,19,30.3,19.6,0,19,76
27-12-2018,119119,135000,111900,119119,13,17,29.6,17.6,0,19,76
28-12-2018,119119,135000,111900,119119,8,24,30.3,18.9,0,19,76
29-12-2018,119119,135000,111900,119119,16,25,30.3,17.7,0,19,76
30-12-2018,111900,111900,119000,111900,4,19,31.3,18.9,0,19,76
31-12-2018,111900,111900,119000,111900,5,25,32,19.5,0,19,76
01-01-2019,111900,111900,119000,111900,5,19,33.9,19.2,0,19,76
02-01-2019,111900,111900,119000,111900,3,24,34.8,19.4,0,19,76
03-01-2019,111900,111900,119000,111900,3,19,35.2,25.2,0,19,76
04-01-2019,111900,111900,119000,111900,16,24,34.5,24.7,0,19,76
05-01-2019,111900,111900,119000,111900,3,30,35.2,25.1,0,19,76
06-01-2019,150000,140000,130000,150000,12,19,35.4,25.2,0,19,76
07-01-2019,150000,140000,130000,150000,17,25,36.3,25.5,0,19,76
08-01-2019,150000,140000,130000,150000,14,25,37.5,25.5,0,19,76
09-01-2019,150000,140000,130000,150000,12,19,40.6,30.2,0,19,76
10-01-2019,150000,140000,130000,150000,7,7,38.1,24.5,5.6,18.8,82
11-01-2019,150000,140000,130000,150000,12,7,33.4,23.2,2.6,18.8,82
12-01-2019,150000,140000,130000,150000,8,8,33.1,24.7,24.4,18.8,82
13-01-2019,155000,145000,155000,155000,11,7,30.5,24.6,33.2,18.8,82
14-01-2019,155000,145000,155000,155000,15,8,24.3,19.3,47.2,18.8,82
15-01-2019,155000,145000,155000,155000,16,7,31.9,25.3,55.2,18.8,82
16-01-2019,155000,145000,155000,155000,17,7,31.1,25.2,42.1,18.8,82
17-01-2019,155000,145000,155000,155000,15,6,32.6,25.5,12.2,18.8,82
18-01-2019,155000,145000,155000,155000,16,9,29.8,25.2,39,18.8,82
19-01-2019,155000,145000,155000,155000,14,9,31.1,25.2,127.8,18.8,82
20-01-2019,170000,165000,165000,170000,15,7,32.6,25.4,43.8,18.8,82
21-01-2019,170000,165000,165000,170000,11,6,30.6,24.8,44,18.8,82
22-01-2019,170000,165000,165000,170000,12,6,29.8,25.3,35.6,18.8,82
23-01-2019,170000,165000,165000,170000,15,6,29.7,25.3,35.2,18.8,82
24-01-2019,170000,165000,165000,170000,13,6,29.8,25.2,14.8,18.8,82
25-01-2019,170000,165000,165000,170000,11,6,30.4,25.1,44.6,18.8,82
26-01-2019,170000,165000,165000,170000,14,7,34.3,25,17.4,18.8,82
27-01-2019,195000,170000,16500,195000,13,6,35.4,25.6,0,18.8,82
28-01-2019,195000,170000,16500,195000,14,6,34.4,24.6,0,18.8,82
29-01-2019,195000,170000,16500,195000,7,5,33.4,19.6,0,18.8,82
30-01-2019,195000,170000,16500,195000,13,6,32.1,19.7,0,18.8,82
31-01-2019,195000,170000,16500,195000,17,6,30.9,19.1,29,18.8,82
01-02-2019,195000,170000,16500,195000,18,6,32.1,19.6,0,18.8,82
02-02-2019,195000,170000,16500,195000,19,7,30.4,19,0,18.8,82
03-02-2019,190000,170000,165000,190000,17,9,31.9,19.6,1.6,18.8,82
04-02-2019,190000,170000,165000,190000,16,6,24.6,19.1,185.6,18.8,82
05-02-2019,190000,175000,165000,190000,19,7,29.6,19.9,0,18.8,82
06-02-2019,190000,171190,165000,190000,17,7,29.3,19,0,18.8,82
07-02-2019,190000,171900,165000,190000,17,8,30.1,17.9,0,18.8,82
08-02-2019,190000,173000,165000,190000,14,8,29.5,17,0,18.8,82
09-02-2019,190000,176000,165000,190000,14,12,24.2,17.6,31.2,18.8,82
10-02-2019,180000,171900,165000,180000,8,12,24,17.5,5.4,18.8,82
11-02-2019,180000,177000,165000,180000,9,13,30.3,19.6,0,18.8,82
12-02-2019,180000,173000,165000,180000,12,18,29.6,17.6,0,18.8,82
13-02-2019,180000,171190,165000,180000,11,19,30.3,18.9,0,18.8,82
14-02-2019,180000,176000,165000,180000,9,19,30.3,17.7,0,18.8,82
15-02-2019,180000,174000,165000,180000,11,19,31.3,18.9,0,18.8,82
16-02-2019,180000,171190,165000,180000,11,16,32,19.5,0,18.8,82
17-02-2019,190000,185000,180000,190000,13,14,33.9,19.2,0,18.8,82
18-02-2019,190000,185000,180000,190000,9,19,34.8,19.4,0,18.8,82
19-02-2019,190000,185000,180000,190000,13,19,35.2,25.2,0,18.8,82
20-02-2019,190000,185000,180000,190000,8,17,34.5,24.7,0,18.8,82
21-02-2019,190000,185000,180000,190000,12,16,35.2,25.1,0,18.8,82
22-02-2019,190000,185000,180000,190000,5,12,35.4,25.2,0,18.8,82
23-02-2019,190000,185000,180000,190000,6,14,36.3,25.5,0,18.8,82
24-02-2019,230000,191190,191190,230000,5,14,37.5,25.5,0,18.8,82
25-02-2019,230000,191190,191190,230000,4,12,40.6,30.2,0,18.8,82
26-02-2019,230000,196000,191190,230000,5,12,40.4,29.5,0.6,18.8,82
27-02-2019,230000,193000,191190,230000,11,9,38.1,24.5,5.6,18.8,82
28-02-2019,230000,191190,191190,230000,13,8,33.4,23.2,2.6,18.8,82
01-03-2019,230000,191190,191190,230000,14,9,33.1,24.7,24.4,18.8,82
02-03-2019,230000,195000,191190,230000,12,7,30.5,24.6,33.2,18.8,82
03-03-2019,230000,191190,191190,230000,11,7,24.3,19.3,47.2,18.8,82
04-03-2019,230000,191190,191190,230000,12,6,33.1,25.2,19.6,18.8,82
05-03-2019,230000,191190,191190,230000,15.67,7.67,30.93,19.03,67.13,19.87,63.67
06-03-2019,230000,191190,191190,230000,17,7.33,31.6,19.6,38.2,19.87,63.67
07-03-2019,230000,191900,191190,230000,15.67,7.33,32.77,25.3,8.87,19.87,63.67
08-03-2019,230000,191190,191190,230000,18.67,8.33,30.83,25.2,33.2,19.87,63.67
09-03-2019,230000,191900,191190,230000,17.33,9,31.4,25.2,86,19.87,63.67
10-03-2019,230000,191190,191190,230000,19,6.67,32.17,24.93,62.24,19.87,63.67
11-03-2019,230000,191190,191190,230000,18.67,6,29.13,19.4,61.8,19.87,63.67
12-03-2019,230000,191900,191190,230000,17.33,7,29.77,24.83,45.67,19.87,63.67
13-03-2019,230000,191190,191190,230000,19,8.67,30.43,25.33,24.47,19.87,63.67
14-03-2019,230000,191190,191190,230000,17,7.67,30.3,25.03,18.37,19.87,63.67
15-03-2019,230000,191900,191190,230000,14,6.67,24.33,19.37,42.24,19.87,63.67
16-03-2019,230000,191190,191190,230000,16.33,6.33,31.6,25.13,96.4,19.87,63.67
17-03-2019,230000,191190,240000,230000,15.33,7.33,32.33,25.2,14.93,19.87,63.67
18-03-2019,230000,191190,240000,230000,18.33,8,32.24,24.73,29.53,19.87,63.67
19-03-2019,230000,191900,240000,230000,19.33,7.67,32.2,19.97,1.87,19.87,63.67
20-03-2019,230000,191190,240000,230000,17,7.33,30.24,19.13,17.03,19.87,63.67
21-03-2019,230000,191190,240000,230000,33,8.67,30.1,19.83,12.5,19.87,63.67
22-03-2019,230000,191900,240000,230000,19.33,8,30.7,19.03,6.8,19.87,63.67
23-03-2019,230000,191190,240000,230000,16.67,7.33,29.4,19.87,17.5,19.87,63.67
24-03-2019,237000,191190,191190,237000,18,8.33,30.2,19.03,2.67,19.87,63.67
25-03-2019,237000,191190,191190,237000,16,7,29.87,19.67,63.13,19.87,63.67
26-03-2019,237000,191190,191190,237000,16.67,7,29.47,19.53,15.4,19.87,63.67
27-03-2019,237000,191190,191190,237000,19.33,8,24.43,17.53,0,19.87,63.67
28-03-2019,237000,191190,191190,237000,19.05,4.86,30.35,24.37,37.84,19.08,63.41
29-03-2019,237000,191190,191190,237000,14,12,24.2,17.6,31.2,18.8,82
30-03-2019,237000,191190,191190,237000,8,12,24,17.5,5.4,18.8,82
31-03-2019,230000,191900,191190,230000,9,13,30.3,19.6,0,18.8,82
01-04-2019,230000,191190,191190,230000,12,18,29.6,17.6,0,18.8,82
02-04-2019,230000,191190,191190,230000,11,19,30.3,18.9,0,18.8,82
03-04-2019,230000,191190,191190,230000,9,19,30.3,17.7,0,18.8,82
04-04-2019,230000,191900,191190,230000,11,19,31.3,18.9,0,18.8,82
05-04-2019,230000,194000,191190,230000,11,16,32,19.5,0,18.8,82
06-04-2019,230000,191190,191190,230000,13,14,33.9,19.2,0,18.8,82
07-04-2019,230000,191190,240000,230000,9,19,34.8,19.4,0,18.8,82
08-04-2019,230000,191190,240000,230000,13,19,35.2,25.2,0,18.8,82
09-04-2019,230000,191190,240000,230000,8,17,34.5,24.7,0,18.8,82
10-04-2019,230000,191190,240000,230000,12,16,35.2,25.1,0,18.8,82
11-04-2019,230000,191190,240000,230000,5,12,35.4,25.2,0,18.8,82
12-04-2019,230000,191190,240000,230000,6,14,36.3,25.5,0,18.8,82
13-04-2019,230000,191190,240000,230000,5,14,37.5,25.5,0,18.8,82
14-04-2019,191190,195000,195000,191190,4,12,40.6,30.2,0,18.8,82
15-04-2019,191190,195000,195000,191190,5,12,40.4,29.5,0.6,18.8,82
16-04-2019,191190,195000,195000,191190,11,9,38.1,24.5,5.6,18.8,82
17-04-2019,191190,195000,195000,191190,13,8,33.4,23.2,2.6,18.8,82
18-04-2019,191190,195000,195000,191190,14,9,33.1,24.7,24.4,18.8,82
19-04-2019,191190,195000,195000,191190,12,7,30.5,24.6,33.2,18.8,82
20-04-2019,191190,195000,195000,191190,11,7,24.3,19.3,47.2,18.8,82
21-04-2019,235000,191190,191190,235000,12,6,33.1,25.2,19.6,18.8,82
22-04-2019,235000,191190,191190,235000,15.67,7.67,30.93,19.03,67.13,19.87,63.67
23-04-2019,235000,191190,191190,235000,17,7.33,31.6,19.6,38.2,19.87,63.67
24-04-2019,235000,193000,191190,235000,15.67,7.33,32.77,25.3,8.87,19.87,63.67
25-04-2019,235000,191190,191190,235000,18.67,8.33,30.83,25.2,33.2,19.87,63.67
26-04-2019,235000,191900,191190,235000,17.33,9,31.4,25.2,86,19.87,63.67
27-04-2019,235000,191190,191190,235000,19,6.67,32.17,24.93,62.24,19.87,63.67
28-04-2019,191190,191190,191190,191190,18.67,6,29.13,19.4,61.8,19.87,63.67
29-04-2019,191190,191190,191190,191190,17.33,7,29.77,24.83,45.67,19.87,63.67
30-04-2019,191190,191190,191190,191190,19,8.67,30.43,25.33,24.47,19.87,63.67
01-05-2019,191190,191190,191190,191190,17,7.67,30.3,25.03,18.37,19.87,63.67
02-05-2019,191190,191190,191190,191190,14,6.67,24.33,19.37,42.24,19.87,63.67
03-05-2019,191190,191190,191190,191190,16.33,6.33,31.6,25.13,96.4,19.87,63.67
04-05-2019,191190,191190,191190,191190,15.33,7.33,32.33,25.2,14.93,19.87,63.67
05-05-2019,195000,191190,191190,195000,18.33,8,32.24,24.73,29.53,19.87,63.67
06-05-2019,195000,191190,191190,195000,19.33,7.67,32.2,19.97,1.87,19.87,63.67
07-05-2019,195000,191190,191190,195000,17,7.33,30.24,19.13,17.03,19.87,63.67
08-05-2019,195000,191190,191190,195000,33,8.67,30.1,19.83,12.5,19.87,63.67
09-05-2019,195000,191190,191190,195000,19.33,8,30.7,19.03,6.8,19.87,63.67
10-05-2019,195000,191190,191190,195000,2,7.33,29.4,19.87,17.5,19.87,63.67
11-05-2019,195000,191190,191190,195000,18,8.33,30.2,19.03,2.67,19.87,63.67
12-05-2019,198000,191190,191190,198000,16,7,29.87,19.67,63.13,19.87,63.67
13-05-2019,198000,191190,191190,198000,16.67,7,29.47,19.53,15.4,19.87,63.67
14-05-2019,198000,191190,191190,198000,19.33,8,24.43,17.53,0,19.87,63.67
15-05-2019,198000,191190,191190,198000,19.05,4.86,30.35,24.37,37.84,19.08,63.41
16-05-2019,198000,191190,191190,198000,19.33,8,30.7,19.03,6.8,19.87,63.67
17-05-2019,198000,191190,191190,198000,16.67,7.33,29.4,19.87,17.5,19.87,63.67
18-05-2019,198000,191190,191190,198000,18,8.33,30.2,19.03,2.67,19.87,63.67
19-05-2019,191190,191190,191190,191190,16.67,7.33,29.4,19.87,17.5,19.87,63.67
20-05-2019,191190,191900,191190,191190,19,12,36,17.6,0,15.2,65.2
21-05-2019,191190,191190,191190,191190,23,16,36.7,19.3,0,15.2,65.2
22-05-2019,191190,191190,191190,191190,19,16,36.5,19.6,0,15.2,65.2
23-05-2019,191190,191190,191190,191190,19,13,35.7,19.4,2.5,15.2,65.2
24-05-2019,191190,191190,191190,191190,19,12,36.8,19.3,0,15.2,65.2
25-05-2019,191190,191190,191190,191190,24,12,36.1,19.1,0,15.2,65.2
26-05-2019,191190,191190,191190,191190,25,12,36.9,18.5,0,15.2,65.2
27-05-2019,191190,191190,191190,191190,39,12,37.9,19.3,0,15.2,65.2
28-05-2019,191190,191190,191190,191190,19,9,39,19.5,0,15.2,65.2
29-05-2019,191190,191190,191190,191190,16,6,36.7,19,0,15.2,65.2
30-05-2019,191190,191190,191190,191190,15,7,39.5,23.3,55.1,15.2,65.2
31-05-2019,191190,191190,191190,191190,8,4,41.8,30.1,2,12.4,53.6
01-06-2019,191190,191190,191190,191190,14,6,38.9,24.4,24,12.4,53.6
02-06-2019,191190,191190,191190,191190,14,8,35.4,25,54.8,12.4,53.6
03-06-2019,191190,191190,191190,191190,14,7,36,25.6,66.8,12.4,53.6
04-06-2019,191190,191190,191190,191190,16,8,35.6,25.8,24.1,12.4,53.6
05-06-2019,191190,190000,191190,191190,12,6,31,24.7,128.4,12.4,53.6
06-06-2019,191190,191190,191190,191190,13,7,31,24.3,64.6,12.4,53.6
07-06-2019,191190,199000,191190,191190,12,5,33.9,25.9,8.2,12.4,53.6
08-06-2019,191190,191190,191190,191190,11,5,33.1,24.9,6.4,12.4,53.6
09-06-2019,191190,191190,191190,191190,12,4,33.2,19.9,99.6,12.4,53.6
10-06-2019,191190,191190,191190,191190,8,4,33.1,24.8,31.2,12.4,53.6
11-06-2019,191190,191190,191190,191190,9,5,33.6,24.9,4,12.4,53.6
12-06-2019,191190,199000,191190,191190,9,4,33.5,24.4,15.4,12.4,53.6
13-06-2019,191190,191190,191190,191190,9,4,32,25.4,69.6,12.4,53.6
14-06-2019,191190,191190,191190,191190,6,2,33.5,23.1,2.4,12.4,53.6
15-06-2019,191190,191190,191190,191190,9,4,33.2,24.1,114,12.4,53.6
16-06-2019,191190,191190,198000,191190,12,4,30.3,24.1,24.4,12.4,53.6
17-06-2019,191190,191190,198000,191190,12,2,31.5,24.4,53.8,12.4,53.6
18-06-2019,191190,191190,198000,191190,12,3,33.5,19.2,15,12.4,53.6
19-06-2019,191190,191190,198000,191190,5,2,29.9,19.6,19.6,12.4,53.6
20-06-2019,191190,191190,198000,191190,8,3,31.8,19.7,13,12.4,53.6
21-06-2019,191190,197000,198000,191190,8,4,24.7,19.8,191.6,12.4,53.6
22-06-2019,191190,191190,198000,191190,6,2,31,19.1,0,12.4,53.6
23-06-2019,191190,191190,191190,191190,12,7,29.9,16.2,0,12.4,53.6
24-06-2019,191190,191190,191190,191190,12,6,31,19.8,0,12.4,53.6
25-06-2019,191190,191190,191190,191190,12,5,31,19.9,0,12.4,53.6
26-06-2019,191190,191190,191190,191190,11,6,31.1,19.8,0,12.4,53.6
27-06-2019,191190,191190,191190,191190,13,5,31.4,18.7,0,12.4,53.6
28-06-2019,191190,191190,191190,191190,11,5,30.6,17.2,0,12.4,53.6
29-06-2019,191190,191190,191190,191190,15,8,29.3,17.7,0,12.4,53.6
30-06-2019,191190,191190,190000,191190,9,4,31.5,19,0,12.4,53.6
01-07-2019,191190,191900,190000,191190,9,4,31.5,16.8,0,12.4,53.6
02-07-2019,191190,191190,190000,191190,7,4,31,17.1,0,12.4,53.6
03-07-2019,191190,191900,190000,191190,7,5,30.9,18,0,12.4,53.6
04-07-2019,191190,191190,190000,191190,8,5,30.2,18,0,12.4,53.6
05-07-2019,191190,191190,190000,191190,11,5,31.8,18.6,0,12.4,53.6
06-07-2019,191190,191190,190000,191190,12,7,30.4,19.2,115,12.4,53.6
07-07-2019,170000,191900,180000,170000,11,6,31.3,19.2,0,12.4,53.6
08-07-2019,170000,191190,180000,170000,14,7,34.5,18.7,0,12.4,53.6
09-07-2019,170000,191190,180000,170000,15,9,34,19.4,0,12.4,53.6
10-07-2019,170000,191190,180000,170000,18,11,34.5,19.5,0,12.4,53.6
11-07-2019,170000,191190,180000,170000,19,14,35.6,19.5,0,12.4,53.6
12-07-2019,170000,191190,180000,170000,25,14,36.1,19.5,0,12.4,53.6
13-07-2019,170000,191190,180000,170000,32,14,37.8,23.4,0,12.4,53.6
14-07-2019,155000,191190,165000,155000,19,9,36.8,25,0,12.4,53.6
15-07-2019,155000,191190,165000,155000,17,8,39.1,23.1,8.2,12.4,53.6
16-07-2019,155000,191190,165000,155000,14,8,38.5,23.2,3.8,12.4,53.6
17-07-2019,155000,191500,165000,155000,13,8,39.1,24.8,0,12.4,53.6
18-07-2019,155000,191190,165000,155000,12,5,36.4,23.3,34,12.4,53.6
